AccusedID,CaseMasterID,FullName,AliasName,Gender,Age,DOB,MobileNumber,AadhaarNumber,Occupation,Address,DistrictID,DistrictName,ArrestStatus,CriminalHistory,GangAffiliation,RiskLevel,WeaponUsed
438,218,Adweta Parsa,Don,Female,26,2001-11-06,9966011705,179762282738,Engineer,"976, Bumb, Haldia 164932",11,Dakshina Kannada,Arrested,No,None,High,Hands
439,219,Eesha Tank,Bullet,Female,24,1997-10-15,9872817826,415097123593,Mechanic,"717, Khosla Circle, Rajpur Sonarpur 116025",9,Chikkamagaluru,Arrested,No,None,Low,Iron Rod
440,219,Meera Kannan,Anna,Female,50,1993-09-03,9872637048,621531050773,Labourer,"28/715, Bhattacharyya Ganj, Burhanpur-863341",9,Chikkamagaluru,Arrested,Yes,None,Medium,Iron Rod
441,220,Caleb Choudhury,Rocky,Male,32,1960-04-12,9986506996,264766394915,Doctor,"52/56, Agarwal, Ghaziabad-665528",10,Chitradurga,Arrested,Yes,Drug Network,Low,Stone
442,220,Chatresh Rana,Silent,Male,41,1956-01-16,9960814752,483944743333,Cook,"437, Din Chowk, Ulhasnagar-954814",10,Chitradurga,Arrested,No,None,High,Hands
443,221,Janaki Talwar,Anna,Female,47,1971-01-03,9918733345,499841386949,Security Guard,"H.No. 23, Ben Ganj, Morbi-420865",18,Kodagu,Arrested,No,None,Medium,Hands
444,221,Warjas Pall,Boss,Male,59,1995-09-19,9905813277,467560000983,Driver,"44/38, Chatterjee Marg, North Dumdum-472927",18,Kodagu,Surrendered,No,None,Low,Iron Rod
445,222,Mugdha Dhillon,Ranga,Female,57,1966-09-03,9895847215,914561549699,Engineer,"H.No. 91, Puri Street, Gulbarga-157201",3,Belagavi,Surrendered,No,None,High,Knife
446,222,Urishilla Dixit,Lucky,Female,48,1988-10-14,9887593454,046330316691,Driver,"H.No. 136, Mittal Chowk, Gandhinagar-764750",3,Belagavi,Absconding,No,None,Medium,None
447,223,Devika Butala,Ranga,Female,56,1962-01-09,9984659325,990316729329,Cook,"99/74, Golla Zila, Karawal Nagar-492151",23,Raichur,Arrested,No,None,High,Hands
448,223,Samaksh Bahri,Lucky,Male,65,1976-06-05,9910393066,388743975429,Student,"98/13, Golla Zila, Kolkata-510293",23,Raichur,Absconding,No,Organized Crime,High,None
449,224,Caleb Kunda,Boss,Male,69,2000-09-07,9981031878,008861684871,Driver,"H.No. 845, Garg Circle, Mumbai 408487",1,Bagalkote,Arrested,Yes,Cyber Group,Low,None
450,225,Yatan Munshi,Lucky,Male,45,1983-04-05,9986273618,747475845092,Teacher,"10/303, Mistry Street, Guntur 954296",31,Yadgir,Surrendered,No,Local Gang,Low,Hands
451,225,Lakshmi Lad,Rowdy,Female,66,1975-10-16,9881656524,875692700376,Driver,"14, Dhar Marg, Madurai-359892",31,Yadgir,Absconding,No,None,High,Sharp Weapon
452,226,Ganga Mutti,Shadow,Female,55,2008-02-27,9989366028,474473915034,Journalist,"H.No. 931, Dash Road, Motihari-151554",16,Haveri,Absconding,No,None,High,None
453,226,Jeevika Mahal,Shadow,Female,27,1956-01-29,9887398738,134891920421,Engineer,"11, Vyas Street, Giridih-185948",16,Haveri,Arrested,No,None,Low,None
454,227,Chavvi Bava,Boss,Female,45,1964-08-09,9909190903,422984031664,Mechanic,"H.No. 88, Rau, Guntakal-408222",9,Chikkamagaluru,Arrested,No,None,Medium,Firearm
455,227,Lila Bera,Don,Female,54,2004-03-27,9900442328,399755311369,Student,"96/727, Sidhu Path, Bally 834146",9,Chikkamagaluru,Absconding,No,None,Medium,Sharp Weapon
456,228,Chandani Buch,Master,Female,50,1959-08-15,9873135499,703177374203,Cook,"901, Tailor Road, Khandwa-778816",17,Kalaburagi,Arrested,No,None,High,Iron Rod
457,229,Girish Amble,Shadow,Male,70,1993-05-29,9986951771,727480210670,Journalist,"89/097, Viswanathan Street, Akola 528506",22,Mysuru,Surrendered,No,None,Low,Stick
458,230,Sachi Garde,Ranga,Female,24,1975-05-05,9894162530,034183043167,Mechanic,"38/144, Memon Chowk, Kakinada 963480",23,Raichur,Arrested,Yes,Cyber Group,Low,Hands
459,230,Widisha Bhandari,Cobra,Female,22,1974-05-30,9871117033,030404765021,Farmer,"H.No. 51, Palla Nagar, Rewa-016731",23,Raichur,Arrested,No,None,Medium,Iron Rod
460,230,Samesh Dasgupta,Rocky,Male,48,2003-12-14,9870799133,635207402024,Software Engineer,"43/765, Patla Road, South Dumdum 177225",23,Raichur,Arrested,No,Cyber Group,Low,Firearm
461,230,Aarnav Parmer,Anna,Male,52,2002-05-22,9879725512,633212066541,Lawyer,"402, Sama Marg, Patna-374167",23,Raichur,Arrested,No,None,Medium,None
462,231,Devansh Nair,King,Male,55,1995-05-14,9983462882,008829339614,Electrician,"110, Dugal Street, Orai-305690",2,Ballari,Absconding,No,Cyber Group,Low,Hands
463,232,Wriddhish Mann,Shadow,Male,19,1970-07-07,9910020479,036973262011,Student,"928, Krish Street, Raipur 363718",14,Gadag,Surrendered,No,None,High,Sharp Weapon
464,232,Ijaya Dixit,Ranga,Female,29,1967-09-18,9871748620,506233044108,Doctor,"H.No. 432, Badami Marg, Mysore-668433",14,Gadag,Absconding,Yes,None,Medium,Iron Rod
465,233,Tanay Srinivas,Lucky,Male,60,1958-10-22,9899168905,857777203853,Teacher,"H.No. 14, Mand Path, Gurgaon-502000",18,Kodagu,Arrested,No,Local Gang,Low,Knife
466,233,Jagvi Mangal,Ranga,Female,41,1980-07-29,9909716864,902196456839,Security Guard,"475, Modi Path, Jalandhar 825559",18,Kodagu,Arrested,Yes,Local Gang,High,Hands
467,233,Jagat Majumdar,Black,Male,70,1966-09-09,9982604150,109612731775,Electrician,"H.No. 291, Halder Nagar, Amroha-189547",18,Kodagu,Absconding,No,None,Low,Iron Rod
468,233,Faraj Bassi,Boss,Male,58,1962-05-01,9964881075,110924850800,Electrician,"55/71, Bir Marg, Gurgaon-294240",18,Kodagu,Absconding,Yes,None,Medium,Hands
469,234,Ikshita Rao,Silent,Female,40,1981-10-17,9964633245,460403078350,Labourer,"86, Ramakrishnan Circle, Medininagar 320293",5,Bengaluru Urban,Surrendered,No,None,High,None
470,235,Vedant Thakur,Rowdy,Male,49,1993-01-25,9989450779,472903782401,Doctor,"448, Garg Zila, Ranchi 402424",2,Ballari,Arrested,No,None,Low,Hands
471,235,Kritika Kade,Cobra,Female,69,1983-11-22,9916056492,123118140789,Engineer,"95/518, Deol Road, Pudukkottai 500534",2,Ballari,Arrested,No,Organized Crime,Medium,Iron Rod
472,236,Kabir Babu,Boss,Male,63,1984-01-15,9908911196,047478354047,Business,"49/837, Nair Ganj, Kurnool 273652",5,Bengaluru Urban,Arrested,Yes,None,Low,None
473,236,Chakradhar Tandon,Boss,Male,25,1965-03-05,9871564932,071452117007,Private Employee,"972, Bail Road, Ujjain-693121",5,Bengaluru Urban,Arrested,No,None,High,Hands
474,236,Jason Sha,Ranga,Male,48,2003-09-28,9982642156,806817490164,Private Employee,"82/091, Rajagopalan Marg, Bhubaneswar-023142",5,Bengaluru Urban,Arrested,No,None,Low,Iron Rod
475,236,Aarna Cherian,Boss,Female,19,1984-04-20,9886936871,678671527400,Doctor,"279, Gade Chowk, Bathinda 230848",5,Bengaluru Urban,Absconding,No,None,Low,Stone
476,237,Aishani Basu,King,Female,59,1961-01-02,9989386984,478556571369,Lawyer,"62/03, Karan Nagar, Kharagpur 543617",17,Kalaburagi,Absconding,No,None,Low,Iron Rod
477,237,Christopher Kapur,Cobra,Male,38,1960-12-12,9899533854,246781726353,Business,"H.No. 951, Chad Path, Mahbubnagar 268592",17,Kalaburagi,Arrested,No,Local Gang,Low,Knife
478,238,Falan Mitra,Shadow,Male,56,1988-09-01,9986388337,943201353082,Software Engineer,"H.No. 475, Bose Road, Jalgaon 526771",3,Belagavi,Surrendered,No,None,Medium,Hands
479,239,Unni Mallick,Anna,Female,21,1963-03-23,9906414311,790015107406,Business,"655, Samra Chowk, Haridwar 236687",17,Kalaburagi,Arrested,Yes,None,Low,Hands
480,240,Ishwar Rajagopalan,Rowdy,Male,57,1959-12-27,9915258153,288269079240,Doctor,"13/503, Patil Nagar, Guntur-055247",24,Ramanagara,Arrested,No,Cyber Group,High,Hands
481,240,Shivansh Kibe,Rocky,Male,18,1966-09-22,9886488428,441887072648,Government Employee,"21/260, Prabhu Marg, Aligarh-792025",24,Ramanagara,Arrested,No,Organized Crime,Medium,Hands
482,241,Balveer Konda,Rocky,Male,63,1959-08-22,9876637234,222640926483,Shop Keeper,"728, Singhal Road, Naihati-041200",25,Shivamogga,Arrested,No,None,Low,Stick
483,241,Yashasvi Dyal,Bullet,Female,40,1956-02-18,9882921255,510302716525,Business,"49/84, Sampath Ganj, Darbhanga-862369",25,Shivamogga,Arrested,No,None,High,Sharp Weapon
484,242,Januja Ramanathan,Tiger,Female,37,1965-04-17,9885200679,915982817018,Sales Executive,"56, Gala Marg, Serampore 341115",3,Belagavi,Absconding,No,None,Low,Hands
485,242,Akshay Khatri,Ranga,Male,33,1970-07-07,9980875050,101188522112,Unemployed,"904, Jaggi Ganj, New Delhi 199097",3,Belagavi,Arrested,No,None,Low,None
486,243,Arunima Murty,Bullet,Female,61,1960-06-30,9983545993,677754548253,Engineer,"H.No. 46, Hayer Circle, Katni 215681",11,Dakshina Kannada,Surrendered,Yes,None,Low,Stick
487,244,Advik Raja,Don,Male,66,1980-11-01,9872774571,731992373219,Journalist,"271, Kata Zila, Ajmer 889857",11,Dakshina Kannada,Surrendered,No,None,Low,None
488,244,Pallavi Mannan,Anna,Female,59,1974-08-27,9984535498,431919172025,Government Employee,"63/399, Dua Zila, Jalandhar-248171",11,Dakshina Kannada,Arrested,No,None,Low,Hands
489,245,Naksh Gara,Master,Male,69,2005-01-23,9915874565,759183776171,Software Engineer,"H.No. 95, Chakraborty Path, Mangalore-474721",22,Mysuru,Arrested,No,None,High,Knife
490,246,Anusha Patla,Master,Female,54,2001-01-31,9884815290,082404994048,Sales Executive,"27/58, Murthy, Gwalior-874090",6,Bidar,Arrested,No,Drug Network,Medium,Stick
491,247,Aarna Dubey,Boss,Female,58,2000-10-08,9963167525,820435474938,Journalist,"961, Rama Ganj, Tiruchirappalli 778711",1,Bagalkote,Arrested,No,None,High,Sharp Weapon
492,248,Chatura Ranganathan,Don,Male,24,1996-04-09,9965374301,490384814091,Shop Keeper,"H.No. 15, Sunder Path, Fatehpur-470827",26,Tumakuru,Surrendered,No,None,Low,None
493,248,Hredhaan Nagarajan,Rowdy,Male,36,1985-09-02,9886113300,705409869011,Farmer,"H.No. 67, Bhagat Ganj, Lucknow-442121",26,Tumakuru,Absconding,No,None,Medium,Sharp Weapon
494,249,Samaksh Bumb,Cobra,Male,37,1971-05-15,9890900097,884228061481,Private Employee,"34/20, Sangha Zila, Bihar Sharif-356778",25,Shivamogga,Arrested,No,None,Low,Hands
495,249,Tejas Pant,Tiger,Male,62,2003-12-04,9908352748,293321105114,Engineer,"93/19, Dhillon, Ratlam-272751",25,Shivamogga,Arrested,No,None,Low,Firearm
496,250,Lekha Verma,Rowdy,Female,44,1993-11-02,9879667378,633308838497,Private Employee,"79/103, Salvi Ganj, Ghaziabad-353390",20,Koppal,Arrested,No,Drug Network,Low,Firearm
497,251,Qabil Babu,Shadow,Male,18,1971-07-24,9987944918,269974767830,Unemployed,"77/665, Sandhu Path, Raipur 765289",21,Mandya,Surrendered,No,None,Medium,Iron Rod
498,251,Urmi Raj,Lucky,Female,51,1970-08-30,9908966498,475570346748,Business,"91/111, Sabharwal Nagar, Mehsana-789046",21,Mandya,Surrendered,No,Cyber Group,High,Hands
499,252,Jasmit Sha,Rowdy,Female,34,1984-10-16,9898886530,228200085890,Farmer,"15, Sachar Chowk, Chennai 384444",16,Haveri,Absconding,No,None,Medium,Hands
500,253,Kavya Agrawal,Bullet,Female,55,2003-04-08,9885578937,160432409712,Lawyer,"H.No. 025, Nadkarni Circle, Tirunelveli-386396",22,Mysuru,Surrendered,No,None,Low,Iron Rod
501,253,Upadhriti Dave,Bullet,Female,52,2005-05-06,9965098802,779914177416,Sales Executive,"58, Sarkar Street, Navi Mumbai-819648",22,Mysuru,Arrested,No,None,High,Knife
502,254,Ojasvi Jani,Don,Female,64,1960-07-01,9879697913,561973337158,Business,"H.No. 920, Brar, Nagpur 752334",24,Ramanagara,Absconding,Yes,None,Medium,Hands
503,255,Krisha Radhakrishnan,Master,Female,53,1996-05-22,9984338015,063370341057,Cook,"H.No. 209, Choudhry Zila, Kavali 124421",22,Mysuru,Arrested,Yes,Local Gang,Low,None
504,255,Yug Pathak,Black,Male,68,2003-12-07,9986254019,696892899347,Unemployed,"H.No. 706, Sur Zila, Bhagalpur-657224",22,Mysuru,Surrendered,Yes,Local Gang,High,Firearm
505,256,Gaurav Balay,Bullet,Male,41,1961-10-08,9870238128,228558855625,Driver,"99, Ahluwalia Circle, Nagaon 139080",15,Hassan,Arrested,Yes,None,High,None
506,256,Janaki Patla,Anna,Female,35,1961-08-22,9960095144,352557016586,Unemployed,"H.No. 23, Date Zila, Panipat-315847",15,Hassan,Absconding,No,Local Gang,High,Knife
507,257,Tejas Vala,Silent,Male,44,2005-09-18,9876857842,463821945268,Software Engineer,"346, Muni Zila, Tiruppur-676945",12,Davanagere,Absconding,No,Drug Network,Low,Hands
508,257,Sanaya Sanghvi,Rocky,Female,62,1966-02-21,9885859272,200392102164,Private Employee,"17/208, Rout Road, Mahbubnagar 601256",12,Davanagere,Arrested,Yes,Local Gang,High,Hands
509,258,Rachita Korpal,Bullet,Female,42,1959-05-29,9965268131,692420040804,Student,"510, Apte Path, Kakinada 953816",25,Shivamogga,Arrested,Yes,None,Low,Iron Rod
510,259,Jagvi Vyas,Boss,Female,68,1967-01-30,9985536462,431290242959,Unemployed,"66/55, Hegde Ganj, Kumbakonam 046117",5,Bengaluru Urban,Arrested,Yes,None,High,Iron Rod
511,259,Omisha Rajagopal,Black,Female,65,1968-02-01,9900582287,656751451077,Shop Keeper,"H.No. 907, Deep Road, Vadodara 501716",5,Bengaluru Urban,Arrested,No,None,Low,Knife
512,259,Mahika Nadig,Master,Female,62,1995-07-03,9982148650,412034232900,Driver,"57/90, Misra Marg, Kumbakonam-591030",5,Bengaluru Urban,Arrested,No,None,Low,Sharp Weapon
513,259,Ekaraj Cheema,Cobra,Male,61,2008-03-19,9914172029,496880960257,Student,"135, Ahluwalia Circle, Rampur-104145",5,Bengaluru Urban,Arrested,Yes,None,Medium,Iron Rod
514,260,Lopa Garde,Anna,Female,70,2004-07-29,9887815250,697517956182,Journalist,"529, Sekhon Marg, Nagaon-977457",26,Tumakuru,Arrested,No,None,Medium,Iron Rod
515,260,Chakradhar Lalla,Boss,Male,57,1996-03-01,9880773778,468131018401,Unemployed,"33/11, Bhasin Chowk, Ahmedabad 763715",26,Tumakuru,Arrested,Yes,Organized Crime,Low,Iron Rod
516,261,Zarna Varkey,Cobra,Female,46,2001-01-20,9888562418,436978127405,Electrician,"28/123, Rajan Path, Udupi 631462",29,Vijayanagara,Surrendered,No,Local Gang,High,Iron Rod
517,261,Dalaja Din,Black,Female,43,1979-12-27,9965715521,956825352311,Driver,"072, Balakrishnan Road, Bettiah 541815",29,Vijayanagara,Absconding,No,Local Gang,Medium,Knife
518,262,Hitesh Dora,Boss,Male,57,1976-08-05,9900757312,807776870176,Sales Executive,"H.No. 745, Bawa Zila, Bhusawal-436294",20,Koppal,Arrested,Yes,None,Medium,None
519,263,Yochana Sant,Tiger,Female,21,1961-05-05,9986901331,967208654490,Farmer,"H.No. 310, Lata Nagar, Amritsar 439666",25,Shivamogga,Arrested,No,None,Low,Hands
520,264,Januja Loyal,Tiger,Female,47,1981-10-20,9870068360,721314759303,Farmer,"H.No. 49, Aggarwal Road, Udaipur-432512",13,Dharwad,Arrested,No,Local Gang,Medium,Knife
521,265,Osha Shah,King,Female,31,1963-01-27,9884856706,699102013815,Sales Executive,"50, Lalla Street, Tirunelveli 957907",25,Shivamogga,Arrested,No,Drug Network,Medium,Stone
522,265,Vrishti Choudhary,Silent,Female,49,1957-12-13,9885375021,066215674124,Doctor,"882, Chandra Street, Avadi 775847",25,Shivamogga,Absconding,Yes,None,Low,Sharp Weapon
523,266,Qabil Shanker,Shadow,Male,47,1956-04-10,9980396193,281773511876,Unemployed,"58/971, Venkataraman Road, Siliguri 325703",5,Bengaluru Urban,Arrested,No,None,Medium,Iron Rod
524,266,Pranit Jhaveri,Cobra,Male,67,1995-01-04,9887355193,948060608292,Electrician,"14/878, Lanka Street, Bathinda-964430",5,Bengaluru Urban,Arrested,No,None,High,Hands
525,267,Divya Sant,Anna,Female,64,1997-09-16,9888807448,109206416904,Private Employee,"H.No. 072, Doctor Chowk, Proddatur 474140",27,Udupi,Surrendered,No,None,Medium,None
526,267,Anusha Kalla,Ranga,Female,24,1970-07-22,9909877509,208534585063,Shop Keeper,"40, Pandey Marg, Dhanbad 254882",27,Udupi,Arrested,No,Drug Network,Low,Iron Rod
527,268,Krishna Dhar,Tiger,Male,57,2008-05-04,9962371030,157252348574,Business,"14/30, Pant Chowk, Kharagpur-614494",3,Belagavi,Arrested,No,None,Low,Iron Rod
528,269,Urmi Naidu,Boss,Female,35,1998-03-10,9893020771,590307294975,Software Engineer,"H.No. 26, Iyengar Circle, Farrukhabad-497826",19,Kolar,Arrested,Yes,None,Low,Stone
529,269,Chanakya Devi,Ranga,Male,51,1983-06-19,9883368736,092972304541,Unemployed,"56, Salvi Chowk, Surendranagar Dudhrej 806129",19,Kolar,Arrested,No,Cyber Group,Medium,Hands
530,270,Keya Vala,Rocky,Female,36,1975-05-02,9969135797,328975426611,Security Guard,"26, Shere Nagar, Meerut 041591",6,Bidar,Absconding,No,None,Low,Hands
531,271,Wridesh Narula,Silent,Male,69,2001-05-14,9892109951,776675372566,Mechanic,"38/287, Kapoor Street, Barasat 079311",14,Gadag,Absconding,No,None,Medium,Sharp Weapon
532,271,Ganga Dara,Master,Female,55,1983-02-09,9906515278,578981882774,Engineer,"H.No. 708, Raman Chowk, Bhilai-672384",14,Gadag,Surrendered,No,None,High,Stick
533,272,David Sankaran,Rowdy,Male,43,1963-04-23,9961790473,975266329187,Electrician,"328, Iyer Circle, Nangloi Jat 419754",5,Bengaluru Urban,Arrested,No,None,Low,Knife
534,272,Reyansh Chhabra,Ranga,Male,62,1980-02-23,9916358153,642733408044,Private Employee,"H.No. 471, Ramachandran, Amaravati-097052",5,Bengaluru Urban,Surrendered,No,Organized Crime,Low,Stone
535,273,Veer Malhotra,Anna,Male,34,1956-01-15,9981252735,600942084380,Software Engineer,"83/58, Varghese Marg, Akola-595724",22,Mysuru,Surrendered,Yes,None,Low,Stick
536,273,Shravya Bir,Rocky,Female,70,2004-02-11,9988005622,683478589660,Lawyer,"92, Tripathi, Bikaner-995996",22,Mysuru,Arrested,Yes,None,Low,Knife
537,274,Aradhana Balan,Cobra,Female,28,2000-09-18,9877414865,350878999590,Software Engineer,"H.No. 177, Kata Path, Vasai-Virar-661094",17,Kalaburagi,Arrested,Yes,None,Low,Hands
538,274,Anirudh Bora,Cobra,Male,30,1978-12-16,9902993713,915008811601,Sales Executive,"517, Deol Marg, Thiruvananthapuram 774332",17,Kalaburagi,Absconding,No,None,Medium,None
539,275,Zarna Handa,Rowdy,Female,42,1960-02-12,9871485357,150820842046,Engineer,"020, Reddy Path, Mau 873397",2,Ballari,Arrested,Yes,None,Medium,Knife
540,275,Pranav Devi,Don,Male,29,1998-01-16,9870104851,629453876478,Private Employee,"61/912, Misra Circle, Kochi-309850",2,Ballari,Arrested,No,Organized Crime,Low,Sharp Weapon
541,275,Mohini Krishnamurthy,Rocky,Female,19,1976-04-01,9892790757,469474924717,Business,"418, Khurana, Silchar 819740",2,Ballari,Arrested,No,None,Low,Knife
542,275,Pallavi Sama,Master,Female,38,1969-05-20,9961966039,964106905334,Cook,"385, Keer Nagar, Srinagar 516991",2,Ballari,Arrested,No,None,Low,Hands
543,276,Eiravati Madan,Master,Female,68,1993-11-22,9918919879,628477296268,Sales Executive,"83, Sankar Path, Avadi 000389",31,Yadgir,Absconding,No,None,Medium,Hands
544,276,Adya Subramaniam,Shadow,Female,69,1958-04-27,9989643184,317606279069,Shop Keeper,"68, D’Alia Street, Kochi-535603",31,Yadgir,Arrested,No,Organized Crime,Medium,Hands
545,277,Charita Anne,Black,Female,63,1967-08-05,9981835477,560667368687,Electrician,"30/102, Gole Chowk, Varanasi 593429",25,Shivamogga,Absconding,No,None,Low,Hands
546,277,Wriddhish Das,Don,Male,35,1990-05-10,9911782154,318612967878,Private Employee,"37/53, Mittal Chowk, Suryapet 384588",25,Shivamogga,Arrested,No,Cyber Group,High,None
547,278,Avni Pal,King,Female,28,2003-04-13,9890635394,931545825732,Unemployed,"H.No. 328, Mody Ganj, Bhilai-203771",1,Bagalkote,Absconding,Yes,None,Medium,Firearm
548,279,Yahvi Bandi,Silent,Female,42,1969-11-18,9985034682,161655914405,Labourer,"H.No. 049, Tandon Marg, Eluru-703362",7,Chamarajanagar,Arrested,No,None,Low,Stone
549,280,Zinal Ben,Rowdy,Female,23,1990-07-23,9892182216,247907430691,Government Employee,"H.No. 954, Kalita, Mau 601864",18,Kodagu,Arrested,No,Local Gang,Low,None
550,280,Simon Venkataraman,Cobra,Male,47,1969-05-05,9906915407,142185831138,Shop Keeper,"32/044, Krish Zila, Naihati-094544",18,Kodagu,Arrested,No,Organized Crime,Medium,None
551,280,Diya Mohanty,Boss,Female,52,1985-09-07,9902817598,267438782536,Student,"770, Andra Chowk, Vadodara 783609",18,Kodagu,Absconding,No,None,Low,Stick
552,280,Lakshit Murthy,Tiger,Male,20,2006-01-30,9888326291,888780030265,Labourer,"H.No. 44, Datta Chowk, Akola-903102",18,Kodagu,Arrested,No,None,Medium,Iron Rod
553,281,Nitara Barman,Rowdy,Female,27,1984-11-20,9909694877,247189792902,Driver,"44/058, Keer Nagar, Moradabad-871813",18,Kodagu,Arrested,Yes,Local Gang,Low,Sharp Weapon
554,282,Nicholas Prabhu,Cobra,Male,30,1999-07-03,9911803030,022174014504,Sales Executive,"64/205, Parsa, Vellore-749025",9,Chikkamagaluru,Arrested,Yes,None,High,Stick
555,282,Mohini Doctor,Ranga,Female,48,2003-11-20,9883893657,648573514140,Security Guard,"35/88, Padmanabhan, Burhanpur 261139",9,Chikkamagaluru,Arrested,Yes,None,Medium,Hands
556,283,Darsh Wable,Cobra,Male,19,1997-11-11,9891199241,143803518339,Shop Keeper,"H.No. 43, Memon, Ozhukarai-537513",18,Kodagu,Surrendered,No,None,Low,Iron Rod
557,283,Samarth Pathak,Tiger,Male,49,1959-10-12,9966782829,522876714884,Cook,"79/376, Dass Ganj, Vellore 944551",18,Kodagu,Arrested,No,None,Medium,Knife
558,283,Tara Sama,Anna,Female,66,1982-04-28,9919727819,951069137701,Journalist,"32/702, Sahota Zila, Begusarai-120602",18,Kodagu,Arrested,No,None,High,Hands
559,283,Ekaja Varma,Rowdy,Female,40,2001-07-02,9962773516,308797223968,Software Engineer,"H.No. 26, Khurana Circle, Kochi-599910",18,Kodagu,Arrested,No,None,High,Stick
560,284,Peter Sen,Boss,Male,19,2003-10-28,9981577530,346716104425,Electrician,"H.No. 72, Upadhyay Street, Saharanpur-995765",22,Mysuru,Arrested,No,None,Medium,Stick
561,284,Gaurang Trivedi,King,Male,28,1993-11-07,9878994711,761319060137,Farmer,"475, Vasa Nagar, Baranagar 652203",22,Mysuru,Surrendered,No,None,Medium,Knife
562,285,Yochana Mall,Ranga,Female,54,1986-01-15,9884356488,717212766130,Security Guard,"H.No. 42, Mani Zila, Morbi 324491",19,Kolar,Arrested,No,None,Low,Hands
563,286,Liam Dhaliwal,Black,Male,62,1960-08-22,9983978076,826516400912,Mechanic,"08/83, Suresh Nagar, Uluberia-496782",22,Mysuru,Arrested,No,None,Medium,Hands
564,286,Manbir Choudhary,Don,Male,19,1993-07-08,9899870994,312405079480,Private Employee,"74, Devan Zila, Bhiwandi 131528",22,Mysuru,Surrendered,Yes,Cyber Group,Low,Hands
565,287,Manya Setty,Cobra,Female,28,1988-12-24,9988607800,039957447635,Engineer,"H.No. 618, Gupta Path, Bangalore 296334",22,Mysuru,Arrested,No,None,Low,Stick
566,288,Faqid Sundaram,Anna,Male,26,1998-09-10,9988400017,128742429440,Student,"318, Aggarwal Ganj, Jabalpur-893206",23,Raichur,Absconding,No,None,Low,Hands
567,288,Ranveer Keer,Black,Male,39,1989-05-10,9960054107,398299414110,Shop Keeper,"H.No. 34, Suri Chowk, Khora -874131",23,Raichur,Arrested,Yes,None,Low,Hands
568,288,Ubika Sekhon,Rowdy,Female,49,1972-10-20,9872539876,189988413021,Lawyer,"751, Rao Path, Karawal Nagar-963044",23,Raichur,Arrested,No,None,Low,None
569,288,Tara Bhat,Rocky,Female,58,1985-05-10,9910014449,072275856765,Cook,"56/676, Lad Marg, Agartala 350476",23,Raichur,Surrendered,Yes,Local Gang,Low,Knife
570,289,Fiyaz Wason,Don,Male,69,1966-06-26,9912889369,661568352430,Teacher,"980, Raghavan Nagar, Thoothukudi 810835",24,Ramanagara,Surrendered,No,None,Low,Hands
571,290,Gaurangi Wason,Lucky,Female,45,1976-07-08,9882655251,680828891204,Student,"556, Kothari Ganj, Vadodara-818670",12,Davanagere,Arrested,No,None,Low,Knife
572,291,Megha Mitra,Bullet,Female,24,1956-11-03,9989997267,558741199756,Labourer,"H.No. 16, Deep Marg, Guwahati-186008",3,Belagavi,Arrested,No,Organized Crime,High,Sharp Weapon
573,291,Charvi Raman,Rowdy,Female,37,1965-11-08,9911748359,545401820440,Driver,"80, Mahal Road, Panihati 497646",3,Belagavi,Arrested,Yes,None,Low,Hands
574,292,Indrajit Ray,Cobra,Male,50,1985-04-16,9906575491,739686003727,Business,"88/360, Ramesh Chowk, Bongaigaon-739063",17,Kalaburagi,Arrested,No,None,Medium,Stick
575,293,Qasim Sood,King,Male,49,1985-05-28,9896852737,478632064683,Lawyer,"118, Johal Street, Guntakal 126978",12,Davanagere,Arrested,Yes,None,Medium,Hands
576,294,Ayushman Tak,Lucky,Male,22,1968-11-29,9900511937,845155725556,Unemployed,"059, Ray, Agartala 878753",5,Bengaluru Urban,Surrendered,No,None,High,Stick
577,294,Vedhika Subramanian,Black,Female,56,1982-10-27,9910080091,892696182424,Sales Executive,"16, Arya Street, Saharsa 237106",5,Bengaluru Urban,Arrested,No,None,Low,None
578,295,Frederick Vohra,Lucky,Male,43,1981-05-18,9897793974,264686274847,Sales Executive,"H.No. 416, Madan Road, Srikakulam-922483",7,Chamarajanagar,Absconding,No,None,Low,Stone
579,295,Jeremiah Sodhi,Cobra,Male,52,1980-02-02,9919784500,259786969565,Lawyer,"870, Saha Path, Jalgaon 104331",7,Chamarajanagar,Absconding,No,None,Medium,Hands
580,296,Oni Chandra,Shadow,Female,54,1958-10-17,9896835980,115187929801,Sales Executive,"H.No. 583, Atwal Path, Panipat-694596",4,Bengaluru Rural,Absconding,Yes,Organized Crime,Medium,Knife
581,296,Isha Brahmbhatt,Black,Female,31,1986-12-19,9903471523,040563155123,Shop Keeper,"H.No. 24, Chaudry, Nagaon 599949",4,Bengaluru Rural,Arrested,No,Organized Crime,Medium,None
582,296,Jagrati Ganguly,Don,Female,44,1955-09-12,9873418938,445049791564,Teacher,"H.No. 922, Soman Street, North Dumdum-028767",4,Bengaluru Rural,Arrested,No,Organized Crime,Medium,Stone
583,296,Nidhi Tella,Tiger,Female,39,1995-11-02,9962166390,948111749463,Electrician,"67, Muni Path, Bettiah-932426",4,Bengaluru Rural,Absconding,No,None,Low,Stick
