VictimID,CaseMasterID,FullName,Gender,Age,DOB,MobileNumber,AadhaarNumber,Occupation,Address,DistrictID,DistrictName,InjuryType,InjurySeverity,Hospitalized,VictimStatus,StatementRecorded
454,326,Chandran Bava,Male,61,1955-01-27,9877145771,132409448488,Shop Keeper,"H.No. 88, Rau, Guntakal-408222",2,Ballari,Minor Injury,Low,No,Alive,No
455,327,Kiaan Bera,Male,42,2018-08-16,9965960485,158167726227,Labourer,"96/727, Sidhu Path, Bally 834146",5,Bengaluru Urban,Minor Injury,Low,No,Alive,Yes
456,328,Chandani Buch,Female,55,1947-01-29,9896590930,111071354368,Labourer,"901, Tailor Road, Khandwa-778816",13,Dharwad,Major Injury,High,Yes,Alive,No
457,328,Ikshita Amble,Female,70,2001-04-05,9901279382,845663503691,Labourer,"89/097, Viswanathan Street, Akola 528506",13,Dharwad,Minor Injury,Low,Yes,Alive,Yes
458,329,Sachi Garde,Female,17,1972-04-14,9983459991,885167175755,Nurse,"38/144, Memon Chowk, Kakinada 963480",3,Belagavi,Minor Injury,Low,No,Alive,Yes
459,329,Yagnesh Bhandari,Male,48,1970-10-18,9881166871,968299299841,Student,"H.No. 51, Palla Nagar, Rewa-016731",3,Belagavi,No Physical Injury,Medium,Yes,Alive,No
460,330,Tripti Dasgupta,Female,27,2018-03-04,9966904187,892763180928,Journalist,"43/765, Patla Road, South Dumdum 177225",2,Ballari,Minor Injury,Low,Yes,Alive,Yes
461,330,Aahana Parmer,Female,19,2015-08-30,9962365575,248561877890,Electrician,"402, Sama Marg, Patna-374167",2,Ballari,Fatal Injury,Critical,Yes,Deceased,No
462,331,Eesha Nair,Female,75,2004-05-26,9888677219,653868946827,Electrician,"110, Dugal Street, Orai-305690",5,Bengaluru Urban,Minor Injury,Low,No,Alive,No
463,331,Wakeeta Mann,Female,46,1964-07-18,9870745242,984656860186,Software Engineer,"928, Krish Street, Raipur 363718",5,Bengaluru Urban,Minor Injury,Low,Yes,Alive,Yes
464,332,Ijaya Dixit,Female,75,1960-01-21,9967687064,480387492163,Retired,"H.No. 432, Badami Marg, Mysore-668433",24,Ramanagara,Minor Injury,Low,Yes,Alive,No
465,332,Unni Srinivas,Female,46,1945-10-09,9986392736,671586777140,Nurse,"H.No. 14, Mand Path, Gurgaon-502000",24,Ramanagara,Minor Injury,Low,Yes,Alive,No
466,333,Jagvi Mangal,Female,13,1980-09-06,9960466728,434311013562,Lawyer,"475, Modi Path, Jalandhar 825559",18,Kodagu,Major Injury,High,No,Alive,Yes
467,333,Jagat Majumdar,Male,12,1958-05-30,9877968133,138787693282,Electrician,"H.No. 291, Halder Nagar, Amroha-189547",18,Kodagu,Minor Injury,Low,Yes,Alive,No
468,334,Faraj Bassi,Male,29,1951-06-04,9888481298,445911535932,Government Employee,"55/71, Bir Marg, Gurgaon-294240",25,Shivamogga,Fatal Injury,Critical,No,Deceased,No
469,335,Ikshita Rao,Female,47,1982-08-20,9883391892,519754386776,Driver,"86, Ramakrishnan Circle, Medininagar 320293",17,Kalaburagi,Major Injury,High,No,Alive,No
470,336,Vedant Thakur,Male,59,2000-09-18,9914509046,847039228054,Doctor,"448, Garg Zila, Ranchi 402424",3,Belagavi,Fatal Injury,Critical,No,Deceased,Yes
471,336,Kritika Kade,Female,40,1985-12-31,9916327547,958907570041,Lawyer,"95/518, Deol Road, Pudukkottai 500534",3,Belagavi,Minor Injury,Low,Yes,Alive,Yes
472,337,Lavanya Babu,Female,16,1986-03-27,9890959346,130378414296,Software Engineer,"49/837, Nair Ganj, Kurnool 273652",21,Mandya,Minor Injury,Low,No,Alive,Yes
473,338,Chakradhar Tandon,Male,72,1955-12-27,9876009033,853016459061,Lawyer,"972, Bail Road, Ujjain-693121",16,Haveri,Minor Injury,Low,No,Alive,Yes
474,339,Jason Sha,Male,57,2017-10-31,9876987199,165101163468,Software Engineer,"82/091, Rajagopalan Marg, Bhubaneswar-023142",18,Kodagu,Fatal Injury,Critical,Yes,Deceased,No
475,339,Aayush Cherian,Male,47,1986-08-29,9882814399,897805635553,Business,"279, Gade Chowk, Bathinda 230848",18,Kodagu,Major Injury,High,No,Alive,No
476,340,Advaith Basu,Male,58,1949-04-19,9981944001,563977650935,Nurse,"62/03, Karan Nagar, Kharagpur 543617",23,Raichur,No Physical Injury,Medium,Yes,Alive,No
477,341,Christopher Kapur,Male,69,1949-03-16,9870319088,751369098702,Student,"H.No. 951, Chad Path, Mahbubnagar 268592",27,Udupi,Minor Injury,Low,Yes,Alive,No
478,342,Falan Mitra,Male,15,1993-08-30,9890288998,380126845862,Electrician,"H.No. 475, Bose Road, Jalgaon 526771",14,Gadag,No Physical Injury,Medium,No,Alive,Yes
479,343,Unni Mallick,Female,53,1952-11-08,9902984663,646261941392,Private Employee,"655, Samra Chowk, Haridwar 236687",18,Kodagu,Major Injury,High,No,Alive,No
480,344,Zinal Yadav,Female,73,2010-05-18,9891188954,194128178264,Farmer,"68/93, Keer Zila, Delhi-058721",19,Kolar,Minor Injury,Low,Yes,Alive,Yes
481,344,Priya Patel,Female,6,2012-09-13,9910182149,039526370486,Lawyer,"28, Kibe Marg, Rajahmundry-212606",19,Kolar,Minor Injury,Low,Yes,Alive,No
482,345,Avi Cherian,Male,15,1996-11-21,9960507730,960003587050,Shop Keeper,"20/25, Brar Street, Solapur 962272",11,Dakshina Kannada,Fatal Injury,Critical,No,Deceased,No
483,346,Vrinda Sabharwal,Female,58,2001-12-22,9962429648,482279321742,Retired,"H.No. 12, Balay Nagar, Ambala-066784",29,Vijayanagara,Minor Injury,Low,Yes,Alive,No
484,347,Ishaan Sampath,Male,81,2019-09-24,9892484494,361527597734,Retired,"62/36, Bhalla, Katni 891775",19,Kolar,No Physical Injury,Medium,No,Alive,No
485,347,Ranveer Gala,Male,51,1945-03-16,9884549984,138694902519,Doctor,"411, Patil Zila, Bhopal 428113",19,Kolar,Major Injury,High,No,Alive,Yes
486,348,Mohammed Guha,Male,53,1987-06-14,9894819396,786700808392,Business,"H.No. 19, Basu, Ranchi 514054",24,Ramanagara,Minor Injury,Low,No,Alive,Yes
487,348,Yamini Hayer,Female,80,1967-04-16,9895847215,914561549699,Doctor,"156, Chaudhuri Circle, Nagpur-790422",24,Ramanagara,Major Injury,High,No,Alive,Yes
488,349,Balveer Chander,Male,18,2021-07-19,9904475934,540463303166,Software Engineer,"22/889, Om Circle, Mira-Bhayandar-459606",7,Chamarajanagar,No Physical Injury,Medium,Yes,Alive,No
489,350,Ishita Borde,Female,11,2021-12-27,9896708418,125949023440,Labourer,"H.No. 248, Tara Zila, Malda-242149",27,Udupi,Major Injury,High,Yes,Alive,No
490,350,Patrick Chakraborty,Male,17,1946-08-09,9989670393,066388743975,Electrician,"47, Dasgupta Street, Thane-466927",27,Udupi,Major Injury,High,Yes,Alive,No
491,351,Naksh Prakash,Male,41,1947-08-28,9985188103,187800886168,Housewife,"H.No. 09, Konda Nagar, Bhatpara-462961",5,Bengaluru Urban,Major Injury,High,Yes,Alive,Yes
492,351,Rishi Shere,Male,18,1997-06-08,9889917046,273618747475,Labourer,"87, Chada Zila, Moradabad 636515",5,Bengaluru Urban,No Physical Injury,Medium,Yes,Alive,Yes
493,352,Xavier Kala,Male,23,2000-04-02,9882851171,872382462232,Electrician,"H.No. 70, Dugal Circle, Ulhasnagar-590960",5,Bengaluru Urban,Minor Injury,Low,No,Alive,Yes
494,353,Tanveer Solanki,Male,8,1958-09-12,9874907468,496379669573,Shop Keeper,"64/421, Biswas Street, Machilipatnam-476834",26,Tumakuru,Minor Injury,Low,No,Alive,No
495,353,Avni Chanda,Female,63,2016-08-17,9895721648,379484173987,Doctor,"H.No. 23, Saini Path, Fatehpur-659608",26,Tumakuru,Minor Injury,Low,No,Alive,No
496,354,Balvan Dhillon,Male,56,1968-01-28,9988919204,214188216448,Farmer,"727, Comar Path, Firozabad 727910",18,Kodagu,Major Injury,High,No,Alive,Yes
497,355,Girindra Salvi,Male,42,1999-10-03,9964229840,316641127883,Teacher,"533, Atwal, Bharatpur-448177",3,Belagavi,No Physical Injury,Medium,Yes,Alive,No
498,356,Tripti Pandey,Female,54,1970-06-30,9882328399,755311369252,Shop Keeper,"H.No. 276, Goel Path, Hosur-646491",20,Koppal,Fatal Injury,Critical,No,Deceased,Yes
499,356,Damini Chakraborty,Female,66,1995-10-11,9873135499,703177374203,Nurse,"98, Sawhney Zila, Ramagundam-337861",20,Koppal,Major Injury,High,Yes,Alive,No
500,357,Vrinda Dash,Female,63,1970-05-12,9896586951,771727480210,Retired,"60/538, Loyal Road, Aizawl-306000",14,Gadag,Major Injury,High,Yes,Alive,No
501,358,Ridhi Venkataraman,Female,19,2010-04-05,9906557122,741191853375,Housewife,"963, Raman Circle, Tadepalligudem 096262",16,Haveri,Major Injury,High,No,Alive,Yes
502,358,Nitara Varughese,Female,79,1954-01-10,9987637057,749111703303,Private Employee,"28/196, Dutt Road, Kurnool-106092",16,Haveri,Minor Injury,Low,Yes,Alive,No
503,359,Chaaya Raja,Female,20,1942-09-16,9918841922,650820221853,Private Employee,"52/334, Wason Ganj, Burhanpur-041209",1,Bagalkote,Fatal Injury,Critical,Yes,Deceased,No
504,360,Dayamai Sharaf,Female,4,2019-05-15,9967402024,308583106623,Business,"442, Brahmbhatt Zila, Mirzapur 617061",13,Dharwad,Minor Injury,Low,No,Alive,No
505,360,Balvan Kade,Male,42,1998-12-25,9893644967,213192772625,Labourer,"72/240, Balay Street, Tiruvottiyur-799802",13,Dharwad,Minor Injury,Low,Yes,Alive,Yes
506,361,Divya Hans,Female,28,1992-01-29,9910088293,396145298268,Farmer,"513, Narang Nagar, Muzaffarnagar 244731",7,Chamarajanagar,No Physical Injury,Medium,Yes,Alive,No
507,361,Manan Sibal,Male,39,2003-11-25,9903510214,804078329882,Student,"63/42, Mand Ganj, Kota-237676",7,Chamarajanagar,No Physical Injury,Medium,No,Alive,Yes
508,362,Nathaniel Chokshi,Male,15,1992-03-06,9877486205,062330441086,Electrician,"55/17, Bandi Street, Dharmavaram-498560",27,Udupi,No Physical Injury,Medium,No,Alive,No
509,363,Gautam Naidu,Male,35,1977-01-20,9876916890,585777720385,Government Employee,"135, Dhillon Path, Bhilai-505379",22,Mysuru,Minor Injury,Low,Yes,Alive,No
510,364,Kamala Bhatti,Female,53,1973-05-02,9885397168,649021964568,Doctor,"H.No. 849, Sama Zila, Ratlam-330770",21,Mandya,Minor Injury,Low,No,Alive,Yes
511,365,Shivansh Dar,Male,27,1951-02-08,9986041501,096127317753,Private Employee,"63/90, Badami Road, Surendranagar Dudhrej-260880",19,Kolar,Major Injury,High,Yes,Alive,No
512,366,Adweta Boase,Female,14,1980-07-01,9886488107,511092485080,Software Engineer,"H.No. 55, Buch Marg, Kumbakonam-647715",17,Kalaburagi,Minor Injury,Low,Yes,Alive,Yes
513,367,Akshay Kapur,Male,9,1944-08-16,9894196053,336965694324,Nurse,"H.No. 563, Chakrabarti Street, Arrah 040104",22,Mysuru,Fatal Injury,Critical,Yes,Deceased,No
514,367,Libni Narayan,Female,63,1999-01-12,9873970202,860336435746,Doctor,"22/971, Nagar Street, Bhimavaram-718839",22,Mysuru,Minor Injury,Low,Yes,Alive,No
515,368,Yash Mand,Male,65,1967-12-03,9884639605,649212311814,Lawyer,"H.No. 441, Kibe Path, Solapur-703037",25,Shivamogga,Minor Injury,Low,No,Alive,Yes
516,368,Ijaya Sura,Female,24,1949-06-11,9883682479,117954360566,Shop Keeper,"H.No. 72, Cherian Circle, Muzaffarnagar-679836",25,Shivamogga,Minor Injury,Low,Yes,Alive,No
517,369,Bhavya Mall,Female,72,1976-07-09,9964029349,981156493207,Retired,"711, Babu Ganj, Gaya 078754",16,Haveri,Minor Injury,Low,Yes,Alive,Yes
518,370,Brijesh Pandya,Male,26,1977-03-26,9883733505,253832426421,Nurse,"68/50, Mahajan Chowk, Navi Mumbai-663436",3,Belagavi,Major Injury,High,Yes,Alive,Yes
519,371,Lakshit Wagle,Male,66,1992-03-10,9888059527,832204870693,Driver,"03/131, Banik Nagar, Mathura-814396",16,Haveri,Major Injury,High,Yes,Alive,No
520,372,Shravya Chaudhuri,Female,83,1959-04-01,9987152740,008163348935,Mechanic,"235, Mani Road, Bareilly 897432",5,Bengaluru Urban,Minor Injury,Low,No,Alive,No
521,373,Bhavya Ganesan,Female,76,1956-06-25,9965657136,956069852932,Mechanic,"H.No. 765, Goel Nagar, Solapur-095790",4,Bengaluru Rural,Minor Injury,Low,Yes,Alive,No
522,374,Krishna Sodhi,Female,36,1949-11-08,9895616786,167524517225,Housewife,"882, Chandra Street, Avadi 775847",13,Dharwad,Major Injury,High,Yes,Alive,No
523,374,Rajata Shanker,Female,32,1941-09-17,9904255162,989019949525,Farmer,"58/971, Venkataraman Road, Siliguri 325703",13,Dharwad,Minor Injury,Low,No,Alive,No
524,375,Pranit Jhaveri,Male,61,2003-10-30,9903113808,252796285036,Retired,"14/878, Lanka Street, Bathinda-964430",5,Bengaluru Urban,Minor Injury,Low,Yes,Alive,Yes
525,376,Darsh Sant,Male,80,2008-02-28,9915258153,288269079240,Driver,"H.No. 072, Doctor Chowk, Proddatur 474140",15,Hassan,Fatal Injury,Critical,Yes,Deceased,No
526,377,Anmol Kalla,Male,23,1964-08-12,9882064884,284418870726,Engineer,"40, Pandey Marg, Dhanbad 254882",21,Mandya,Minor Injury,Low,No,Alive,No
527,377,Krishna Dhar,Male,64,2025-03-18,9916863766,372342226409,Teacher,"14/30, Pant Chowk, Kharagpur-614494",21,Mandya,Minor Injury,Low,No,Alive,Yes
528,378,Urmi Naidu,Female,74,2008-12-05,9893044443,292125551030,Lawyer,"H.No. 26, Iyengar Circle, Farrukhabad-497826",11,Dakshina Kannada,Minor Injury,Low,Yes,Alive,Yes
529,378,Chasmum Devi,Female,11,1985-04-25,9919428292,352006799159,Driver,"56, Salvi Chowk, Surendranagar Dudhrej 806129",11,Dakshina Kannada,No Physical Injury,Medium,Yes,Alive,Yes
530,379,Jairaj Vala,Male,9,1972-04-09,9981811477,192087505010,Doctor,"26, Shere Nagar, Meerut 041591",1,Bagalkote,Minor Injury,Low,Yes,Alive,No
531,380,Warda Narula,Female,60,2014-01-09,9884771609,125475784657,Private Employee,"38/287, Kapoor Street, Barasat 079311",7,Chamarajanagar,Major Injury,High,No,Alive,No
532,380,Faraj Dara,Male,65,1984-09-28,9984825326,433310461877,Mechanic,"H.No. 708, Raman Chowk, Bhilai-672384",7,Chamarajanagar,Major Injury,High,No,Alive,Yes
533,381,David Sankaran,Male,3,1952-12-27,9889237321,921613398802,Nurse,"328, Iyer Circle, Nangloi Jat 419754",29,Vijayanagara,Fatal Injury,Critical,No,Deceased,Yes
534,381,Sanya Chhabra,Female,9,1979-12-30,9893350175,056343633385,Shop Keeper,"H.No. 471, Ramachandran, Amaravati-097052",29,Vijayanagara,No Physical Injury,Medium,No,Alive,Yes
535,382,Veer Malhotra,Male,20,1941-05-02,9983647219,033039154815,Business,"83/58, Varghese Marg, Akola-595724",6,Bidar,Minor Injury,Low,Yes,Alive,Yes
536,383,Ronith Bir,Male,5,2018-06-07,9897729161,683734955976,Doctor,"92, Tripathi, Bikaner-995996",26,Tumakuru,Minor Injury,Low,No,Alive,Yes
537,384,Arin Balan,Male,3,2012-12-24,9904354749,381127829965,Private Employee,"H.No. 177, Kata Path, Vasai-Virar-661094",6,Bidar,Minor Injury,Low,No,Alive,No
538,385,Anjali Bora,Female,11,1978-02-01,9881490384,814091284954,Mechanic,"517, Deol Marg, Thiruvananthapuram 774332",5,Bengaluru Urban,Fatal Injury,Critical,Yes,Deceased,Yes
539,386,Zarna Handa,Female,21,1947-11-14,9913300705,409869011936,Government Employee,"020, Reddy Path, Mau 873397",30,Vijayapura,Fatal Injury,Critical,Yes,Deceased,Yes
540,387,Pranav Devi,Male,40,2008-09-10,9890900097,884228061481,Engineer,"61/912, Misra Circle, Kochi-309850",3,Belagavi,Fatal Injury,Critical,Yes,Deceased,No
541,387,Maanav Krishnamurthy,Male,37,1973-09-29,9873314493,684978624700,Doctor,"418, Khurana, Silchar 819740",3,Belagavi,No Physical Injury,Medium,Yes,Alive,No
542,388,Omkaar Sama,Male,20,1962-09-25,9960765741,695592401100,Electrician,"385, Keer Nagar, Srinagar 516991",19,Kolar,No Physical Injury,Medium,No,Alive,Yes
543,389,Eiravati Madan,Female,60,2002-01-15,9969784877,697818120830,Engineer,"83, Sankar Path, Avadi 000389",11,Dakshina Kannada,Minor Injury,Low,No,Alive,No
544,389,Aditya Subramaniam,Male,24,1944-12-27,9900033631,792168723559,Farmer,"68, D’Alia Street, Kochi-535603",11,Dakshina Kannada,Minor Injury,Low,No,Alive,No
545,390,Charita Anne,Female,6,1959-11-12,9893467489,962354360292,Engineer,"30/102, Gole Chowk, Varanasi 593429",11,Dakshina Kannada,Minor Injury,Low,Yes,Alive,Yes
546,391,Wriddhish Das,Male,58,1996-05-14,9883498285,459763609262,Driver,"37/53, Mittal Chowk, Suryapet 384588",28,Uttara Kannada,Minor Injury,Low,No,Alive,No
547,391,Avi Pal,Male,70,2017-02-03,9962606901,726649210935,Teacher,"H.No. 328, Mody Ganj, Bhilai-203771",28,Uttara Kannada,Major Injury,High,Yes,Alive,Yes
548,392,Zaid Bandi,Male,1,1963-07-14,9880772173,585546730185,Student,"H.No. 049, Tandon Marg, Eluru-703362",7,Chamarajanagar,Minor Injury,Low,Yes,Alive,Yes
549,393,Atharv Mody,Male,19,1943-03-21,9891854960,874874164569,Shop Keeper,"54/93, Om Nagar, Purnia 186487",17,Kalaburagi,Major Injury,High,No,Alive,No
550,394,Yochana Lad,Female,83,1954-05-17,9891040399,648980855114,Housewife,"32/044, Krish Zila, Naihati-094544",3,Belagavi,No Physical Injury,Medium,Yes,Alive,Yes
551,395,Diya Mohanty,Female,32,1988-11-15,9895401969,689289934740,Lawyer,"770, Andra Chowk, Vadodara 783609",9,Chikkamagaluru,Minor Injury,Low,Yes,Alive,Yes
552,396,Lakshit Murthy,Male,47,2021-08-02,9870238128,228558855625,Private Employee,"H.No. 44, Datta Chowk, Akola-903102",21,Mandya,Minor Injury,Low,Yes,Alive,No
553,396,Nitara Barman,Female,12,1987-08-07,9963710908,084119823197,Student,"44/058, Keer Nagar, Moradabad-871813",21,Mandya,Minor Injury,Low,No,Alive,Yes
554,397,Nicholas Prabhu,Male,22,2011-01-13,9969859052,771502615345,Mechanic,"64/205, Parsa, Vellore-749025",10,Chitradurga,No Physical Injury,Medium,No,Alive,Yes
555,398,Maanav Doctor,Male,54,2018-01-24,9896494121,161610977612,Journalist,"35/88, Padmanabhan, Burhanpur 261139",23,Raichur,No Physical Injury,Medium,Yes,Alive,Yes
556,399,Darsh Wable,Male,2,2008-05-28,9901217783,466426238864,Retired,"H.No. 43, Memon, Ozhukarai-537513",5,Bengaluru Urban,No Physical Injury,Medium,Yes,Alive,No
557,400,Samarth Pathak,Male,56,1947-05-02,9901787521,221747043228,Private Employee,"79/376, Dass Ganj, Vellore 944551",5,Bengaluru Urban,Fatal Injury,Critical,No,Deceased,Yes
558,400,Tara Sama,Female,29,1983-06-27,9909024295,917562677058,Mechanic,"32/702, Sahota Zila, Begusarai-120602",5,Bengaluru Urban,Minor Injury,Low,No,Alive,Yes
559,401,Dominic Varma,Male,81,2014-03-30,9909093655,011372856695,Private Employee,"H.No. 26, Khurana Circle, Kochi-599910",17,Kalaburagi,Minor Injury,Low,No,Alive,Yes
560,402,Peter Sen,Male,42,2017-12-18,9878375445,618282490694,Business,"H.No. 72, Upadhyay Street, Saharanpur-995765",18,Kodagu,Minor Injury,Low,Yes,Alive,No
561,403,Gaurang Trivedi,Male,5,2001-12-21,9890512542,321875670656,Student,"475, Vasa Nagar, Baranagar 652203",17,Kalaburagi,Major Injury,High,No,Alive,Yes
562,404,Yochana Mall,Female,43,1989-06-11,9870592433,460060211771,Doctor,"H.No. 42, Mani Zila, Morbi 324491",13,Dharwad,Minor Injury,Low,No,Alive,No
563,405,Liam Dhaliwal,Male,85,1948-09-18,9902119268,261094035681,Business,"08/83, Suresh Nagar, Uluberia-496782",6,Bidar,Fatal Injury,Critical,Yes,Deceased,Yes
564,405,Neelima Choudhary,Female,14,2001-06-09,9902825569,989981955946,Electrician,"74, Devan Zila, Bhiwandi 131528",6,Bidar,Fatal Injury,Critical,No,Deceased,No
565,406,Lakshit Setty,Male,3,1994-02-28,9884359816,927914957155,Doctor,"H.No. 618, Gupta Path, Bangalore 296334",22,Mysuru,Minor Injury,Low,Yes,Alive,Yes
566,406,Faqid Sundaram,Male,31,2009-09-26,9915352311,482826560757,Lawyer,"318, Aggarwal Ganj, Jabalpur-893206",22,Mysuru,Minor Injury,Low,No,Alive,No
567,407,Ranveer Keer,Male,5,1994-10-06,9980060803,785019075377,Doctor,"H.No. 34, Suri Chowk, Khora -874131",25,Shivamogga,Major Injury,High,No,Alive,No
568,408,Ubika Sekhon,Female,15,1968-03-20,9989672086,544901757345,Farmer,"751, Rao Path, Karawal Nagar-963044",22,Mysuru,Major Injury,High,Yes,Alive,Yes
569,409,Tara Bhat,Female,32,1988-05-07,9903335545,212236387307,Farmer,"56/676, Lad Marg, Agartala 350476",19,Kolar,Major Injury,High,No,Alive,Yes
570,410,Fiyaz Wason,Male,53,1958-01-31,9918567066,991020138155,Electrician,"980, Raghavan Nagar, Thoothukudi 810835",30,Vijayapura,Minor Injury,Low,Yes,Alive,No
571,410,Gaurangi Wason,Female,32,1974-03-06,9911716326,146756632087,Engineer,"556, Kothari Ganj, Vadodara-818670",30,Vijayapura,Minor Injury,Low,No,Alive,Yes
572,411,Lohit Mitra,Male,40,1942-08-14,9982403961,932817735118,Teacher,"H.No. 16, Deep Marg, Guwahati-186008",9,Chikkamagaluru,Major Injury,High,No,Alive,No
573,412,Charvi Raman,Female,53,1957-01-26,9982258597,735519394806,Farmer,"80, Mahal Road, Panihati 497646",3,Belagavi,Minor Injury,Low,No,Alive,Yes
574,412,Indrajit Ray,Male,28,1988-03-29,9889815581,788074481092,Business,"88/360, Ramesh Chowk, Bongaigaon-739063",3,Belagavi,Minor Injury,Low,No,Alive,Yes
575,413,Qasim Sood,Male,52,1988-06-04,9963288799,657334545880,Student,"118, Johal Street, Guntakal 126978",1,Bagalkote,Minor Injury,Low,Yes,Alive,Yes
576,413,Bhanumati Tak,Female,54,1961-12-24,9875850636,478599986363,Teacher,"059, Ray, Agartala 878753",1,Bagalkote,No Physical Injury,Medium,No,Alive,Yes
577,414,Vihaan Subramanian,Male,68,1984-04-14,9967252348,574179650434,Farmer,"16, Arya Street, Saharsa 237106",9,Chikkamagaluru,Minor Injury,Low,No,Alive,Yes
578,414,Harinakshi Vohra,Female,6,1981-12-20,9983072949,750748998083,Teacher,"H.No. 416, Madan Road, Srikakulam-922483",9,Chikkamagaluru,Minor Injury,Low,Yes,Alive,No
579,415,Jeremiah Sodhi,Male,59,1979-11-26,9873701283,851548459698,Farmer,"870, Saha Path, Jalgaon 104331",22,Mysuru,Minor Injury,Low,Yes,Alive,Yes
580,415,Oni Chandra,Female,71,1945-10-02,9877973289,754266113608,Journalist,"H.No. 583, Atwal Path, Panipat-694596",22,Mysuru,Major Injury,High,Yes,Alive,No
581,416,Isha Brahmbhatt,Female,74,1990-12-07,9889742845,594688686776,Labourer,"H.No. 24, Chaudry, Nagaon 599949",17,Kalaburagi,Fatal Injury,Critical,Yes,Deceased,No
582,417,Henry Ganguly,Male,69,1940-10-13,9983392310,536911117821,Private Employee,"H.No. 922, Soman Street, North Dumdum-028767",28,Uttara Kannada,No Physical Injury,Medium,Yes,Alive,No
583,418,Matthew Tella,Male,72,2005-02-27,9901644861,259263696856,Student,"67, Muni Path, Bettiah-932426",21,Mandya,Major Injury,High,No,Alive,Yes
584,419,Wishi Krishna,Female,53,1998-10-24,9961166358,153642733408,Shop Keeper,"057, Samra Path, Tadepalligudem-652037",22,Mysuru,Minor Injury,Low,No,Alive,Yes
585,420,Gunbir Ahluwalia,Male,25,1990-05-20,9985597212,527356009420,Retired,"H.No. 48, Mahajan Nagar, Panipat 604409",17,Kalaburagi,No Physical Injury,Medium,No,Alive,No
586,421,Warinder Sha,Male,8,1982-03-26,9878750683,980056226834,Engineer,"H.No. 509, Goel Street, Gwalior-107051",19,Kolar,Fatal Injury,Critical,Yes,Deceased,No
587,422,Indali Badal,Female,81,1968-10-31,9880362845,309877411077,Shop Keeper,"58/06, Bhat Marg, Nellore 412704",3,Belagavi,Major Injury,High,No,Alive,Yes
588,423,Zayyan Rout,Male,73,1955-04-05,9969070962,914019392944,Labourer,"H.No. 85, Om Zila, Tezpur 971112",5,Bengaluru Urban,No Physical Injury,Medium,Yes,Alive,Yes
589,424,Girik Nadkarni,Male,14,1990-10-21,9876017256,145312062209,Housewife,"H.No. 357, Koshy Zila, Jhansi 406424",31,Yadgir,No Physical Injury,Medium,Yes,Alive,Yes
590,425,Nisha Sachdev,Female,38,1959-10-07,9910842046,835997459086,Journalist,"244, Lalla Chowk, Unnao-955872",11,Dakshina Kannada,No Physical Injury,Medium,Yes,Alive,Yes
591,425,Reyansh Dugal,Male,34,1986-04-14,9919453876,478282155943,Labourer,"H.No. 43, Thakur Path, Mysore-437401",11,Dakshina Kannada,Major Injury,High,Yes,Alive,No
592,426,Vyanjana Dey,Female,52,1980-04-10,9969140849,588073161236,Private Employee,"69/05, Parmer Zila, Kozhikode 755125",15,Hassan,Minor Injury,Low,No,Alive,Yes
593,427,Gautami Sibal,Female,70,1987-01-13,9909641069,053345057246,Nurse,"79/96, Solanki Marg, Nizamabad 957640",22,Mysuru,Minor Injury,Low,Yes,Alive,Yes
594,428,Zehaan Chokshi,Male,5,1976-05-04,9983067659,565218375662,Nurse,"02/82, Viswanathan Road, Tezpur 250142",5,Bengaluru Urban,Major Injury,High,No,Alive,Yes
595,428,Vasudha Randhawa,Female,12,1954-08-12,9899254459,194306764645,Journalist,"244, Goyal Zila, Kurnool 132850",5,Bengaluru Urban,No Physical Injury,Medium,No,Alive,No
596,429,Fariq Padmanabhan,Male,17,1949-01-18,9895190635,316202083936,Journalist,"67, Char Ganj, Warangal-265469",11,Dakshina Kannada,Major Injury,High,Yes,Alive,Yes
597,430,Balendra Palan,Male,22,1982-01-24,9898178215,431861296787,Driver,"23/55, Thaker Path, Phagwara 132730",2,Ballari,Fatal Injury,Critical,Yes,Deceased,Yes
598,430,Nidhi Saran,Female,52,1948-06-13,9882691779,193919263661,Engineer,"24, Ram Road, Visakhapatnam-622681",2,Ballari,No Physical Injury,Medium,Yes,Alive,No
599,431,Chakrika Pal,Female,47,1998-11-15,9879423836,772203688808,Shop Keeper,"H.No. 252, Tripathi, Malda 766046",3,Belagavi,No Physical Injury,Medium,Yes,Alive,Yes
600,431,Dalbir Seshadri,Male,67,1983-03-27,9987520823,343317388485,Retired,"51/26, Rajagopal Circle, Jalgaon-594389",3,Belagavi,Minor Injury,Low,No,Alive,No
601,432,Teerth Bava,Male,3,1980-01-24,9912866197,034691540714,Doctor,"75, Pingle Nagar, Khandwa 408424",1,Bagalkote,Minor Injury,Low,Yes,Alive,No
602,432,Turvi Badal,Female,21,1978-07-14,9889597498,547528175982,Journalist,"15/08, Kothari Marg, Guwahati 227645",1,Bagalkote,Major Injury,High,No,Alive,No
603,433,Keya Viswanathan,Female,79,1988-12-05,9891199984,318808326291,Software Engineer,"H.No. 50, Chaudhuri Street, Anand 546602",31,Yadgir,No Physical Injury,Medium,No,Alive,No
604,434,Balveer Sant,Male,27,2022-08-06,9873456476,225636719694,Labourer,"H.No. 98, Kohli Circle, Dindigul-364248",17,Kalaburagi,No Physical Injury,Medium,No,Alive,No
